t,xt,yt
2393.498,0,-4.438074304926104e-05
2393.498,0,-4.438074304926104e-05
2393.603,0,-4.483594841346259e-05
2393.707,0,-4.4938523892374383e-05
2393.82,0,-4.515615071603649e-05
2393.924,0,-4.5384035309438314e-05
2394.025,0,-4.563793290010006e-05
2394.144,0,-4.6071405618719846e-05
2394.244,0,-4.602485060187091e-05
2394.386,0,-4.589893774831791e-05
2394.488,0,-4.482713454144623e-05
2394.631,0,-4.5510808608269104e-05
2394.731,0,-4.5997829141036605e-05
2394.852,0,-4.654788555392178e-05
2395.029,0,-4.8312817100102986e-05
2395.13,0,-5.0398426157260076e-05
2395.234,0,-5.192212442958332e-05
2395.369,0,-5.477949742772931e-05
2395.482,0,-5.57475655766912e-05
2395.598,0,-5.786397846533557e-05
2396.125,0,-5.9160889012494286e-05
2396.231,0,-6.156333400144001e-05
2396.352,0,-6.224244755315046e-05
2396.461,0,-6.282194926146091e-05
2396.563,0,-6.399894674074783e-05
2396.666,0,-6.426363479451347e-05
2396.767,0,-6.568530462979968e-05
2396.879,0,-6.590361228692966e-05
2397.018,0,-6.705079485965828e-05
2397.132,0,-6.92441472615853e-05
2397.237,0.3,-6.940980178108683e-05
2397.338,0.3,0.010460105204033359
2397.451,0.3,0.0325004063962791
2397.599,0.3,0.04965182981447183
2397.749,0.3,0.08346284365169013
2397.86,0.3,0.12509196794229704
2397.963,0.3,0.14662181371395483
2398.065,0.3,0.17371767383334366
2398.168,0.3,0.1994332381245904
2398.27,0.3,0.22647043960144375
2398.387,0.3,0.26419432726467657
2398.488,0.3,0.29251816965084115
2398.598,0.3,0.32648589349434753
2398.717,0.3,0.3601557888295206
2398.815,0.3,0.3886734726395153
2398.94,0.3,0.4225653610747295
2399.049,0.3,0.4507342374854284
2399.188,0.3,0.4789407511562425
2399.29,0.3,0.5185647698467223
2399.401,0.3,0.5514438870343402
2399.567,0.3,0.5979273117282081
2399.673,0.3,0.6234509952475407
2399.774,0.3,0.6546619524433527
2399.875,0.3,0.6869914246388552
2400.023,0.3,0.712728632102322
2400.138,0.3,0.7565282456398355
2400.242,0.3,0.7835367145662503
2400.346,0.3,0.8033076985529629
2400.457,0.3,0.8526095807934969
2400.599,0.3,0.8696675810711102
2400.707,0.3,0.9088133297320784
2400.842,0.3,0.9491128648875895
2400.938,0.3,0.978891430203455
2401.04,0.3,1.0172291027645632
2401.143,0.3,1.0456169544676932
2401.289,0.3,1.0569715110036217
2401.39,0.3,1.1136860159132922
2401.658,0.3,1.1363893642879401
2401.759,0.3,1.2157340195653599
2401.894,0.3,1.2554324528037992
2401.995,0.3,1.2809502299439153
2402.096,0.3,1.3087483996796359
2402.235,0.3,1.3403667483399408
2402.344,0.3,1.3794966732429588
2402.44,0.3,1.4023364037063841
2402.566,0.3,1.4475536867921979
2402.685,0.3,1.4815646010033272
2402.794,0.3,1.5062408091049462
2402.895,0.3,1.5326261457784616
2403.005,0.3,1.5635390265843903
2403.108,0.3,1.6006735409342217
2403.215,0.3,1.6309923540035363
2403.32,0.3,1.662162000557079
2403.421,0.3,1.6868096116587623
2403.521,0.3,1.7140076839548266
2403.657,0.3,1.7423299661756884
2403.759,0.3,1.7706455763123234
2403.863,0.3,1.8159448322062328
2403.967,0.3,1.8442532487392358
2404.091,0.3,1.8782170741205109
2404.224,0.3,1.912186914432757
2404.317,0.3,1.9441736775030822
2404.421,0.3,1.9688028671165874
2404.527,0.3,2.0015274503968117
2404.649,0.3,2.036391029525677
2404.755,0.3,2.0589370390726702
2404.86,0.3,2.098591205117343
2404.963,0.3,2.1235324041996595
2405.099,0.3,2.149611929878137
2405.202,0.3,2.1926498659359366
2405.337,0.3,2.20625537433784
2405.457,0.3,2.2622876188796117
2405.778,0.3,2.3590319684391883
2405.881,0.3,2.387337023983794
2406.038,0.3,2.40997660211335
2406.165,0.3,2.466543048226546
2406.284,0.3,2.5004795602581518
2406.41,0.3,2.5256517606966744
2406.519,0.3,2.5683478917627407
2406.621,0.3,2.591819469585731
2406.722,0.3,2.61896922117612
2406.86,0.3,2.663646578639933
2406.962,0.3,2.692767478286281
2407.067,0.3,2.719907810770252
2407.181,0.3,2.743657893463473
2407.304,0.3,2.778154601336068
2407.426,0.3,2.811516650632791
2407.536,0.3,2.8511146897370323
2407.68,0.3,2.8850520208465915
2407.773,0.3,2.9189730031579892
2407.902,0.3,2.958264638062629
2408.187,0.3,3.0376760695197906
2408.301,0.3,3.071587953349349
2408.408,0.3,3.0987205266081195
2408.514,0.3,3.128104926717941
2408.616,0.3,3.1620032752003953
2408.727,0.3,3.1902497147202302
2408.857,0.3,3.229793208508168
2408.959,0.3,3.252382098680941
2409.061,0.3,3.269889069720214
2409.165,0.3,3.3145060964662583
2409.292,0.3,3.348396140208663
2409.408,0.3,3.3805941652812526
2409.52,0.3,3.4119323040160614
2409.628,0.3,3.439318712854216
2409.73,0.3,3.4726254806770833
2409.832,0.3,3.4951811102703165
2410.047,0.3,3.5290102136911057
2410.171,0.3,3.59673510087701
2410.275,0.3,3.63063362609803
2410.381,0.3,3.658876017989831
2410.481,0.3,3.6871099094294792
2410.583,0.3,3.715338804744638
2410.718,0.3,3.735662892756191
2410.835,0.3,3.781385046555972
2410.937,0.3,3.8121555936682876
2411.043,0.3,3.8451786808777526
2411.166,0.3,3.873391780947984
2411.268,0.3,3.9072512459770565
2411.373,0.3,3.935460419362641
2411.478,0.3,3.969314296850177
2411.585,0.3,3.9975357996428893
2411.688,0.3,4.0257529542050445
2411.795,0.3,4.05395752775422
2411.896,0.3,4.087804605510791
2412.034,0.3,4.104720041236663
2412.139,0.3,4.1481551998782225
2412.242,0.3,4.182456651086572
2412.362,0.3,4.211662458067641
2412.514,0.3,4.239862215488802
2412.638,0.3,4.256787467672187
2412.739,0.3,4.32221816871523
2412.84,0.3,4.350702282698062
2412.944,0.3,4.379463510747008
2413.051,0.3,4.4048390927397465
2413.153,0.3,4.43726397664204
2413.266,0.3,4.465359643839407
2413.361,0.3,4.4914490161942835
2413.47,0.3,4.527192707374088
2413.57,0.3,4.555388881221013
2413.682,0.3,4.584427598360763
2413.782,0.3,4.612338409009417
2413.895,0.3,4.641085436216775
2414.002,0.3,4.676876181729564
2414.107,0.3,4.701955180866577
2414.211,0.3,4.735765603455145
2414.321,0.3,4.769577518687695
2414.426,0.3,4.797757923264625
2414.523,0.3,4.825935559706316
2414.626,0.3,4.854104361770209
2414.728,0.3,4.882275439690267
2414.837,0.3,4.9084711438863
2414.938,0.3,4.94058259268672
2415.042,0.3,4.968189844073017
2415.155,0.3,5.006216254116457
2415.26,0.3,5.034385246571019
2415.369,0.3,5.062552803886707
2415.475,0.3,5.092127066805416
2415.579,0.3,5.1177573336318565
2415.757,0.3,5.141417556690875
2415.877,0.3,5.186480860778661
2415.991,0.3,5.232103045038023
2416.113,0.3,5.259697223001454
2416.239,0.3,5.306155227048838
2416.344,0.3,5.310378855339118
2416.445,0.3,5.366686256869418
2416.546,0.3,5.388920854407398
2416.647,0.3,5.419030239270514
2416.816,0.3,5.473630006991981
2416.951,0.3,5.485166307657854
2417.056,0.3,5.531041638065923
2417.157,0.3,5.567907719767507
2417.261,0.3,5.59745157018253
2417.365,0.3,5.623613316284429
2417.469,0.3,5.653707183969356
2417.567,0.3,5.679584521184984
2417.685,0.3,5.709952110601068
2417.792,0.3,5.743689184170738
2417.892,0.3,5.77180537889138
2417.994,0.3,5.799919591541605
2418.101,0.3,5.830276414919998
2418.204,0.3,5.858953528610508
2418.314,0.3,5.889872655784674
2418.492,0.3,5.940483356910968
2418.532,0.3,5.951728487838465
2418.633,0.3,5.979836784385009
2418.762,0.3,6.019191891270276
2418.875,0.3,6.052910182222237
2418.969,0.3,6.075391951423178
2419.126,0.3,6.120363635653215
2419.267,0.3,6.1459400692831
2419.37,0.3,6.187824441095433
2419.476,0.3,6.213389797305549
2419.58,0.3,6.244009641271249
2419.693,0.3,6.277740919213813
2419.789,0.3,6.305842040305279
2419.892,0.3,6.333928480616738
2420.004,0.3,6.3601757496597076
2420.114,0.3,6.394902824764993
2420.273,0.3,6.4227010145156775
2420.403,0.3,6.478626419116386
2420.504,0.3,6.506814711424418
2420.619,0.3,6.529369205444125
2420.722,0.3,6.568832494448218
2420.834,0.3,6.595608577418522
2420.936,0.3,6.624913200228141
2421.037,0.3,6.652236427373782
2421.142,0.3,6.680408605944618
2421.269,0.3,6.698411900087581
2421.372,0.3,6.743406415464576
2421.472,0.3,6.772398536276083
2421.576,0.3,6.8053145556394625
2421.682,0.3,6.837368484104365
2421.807,0.3,6.8727848320344185
2421.919,0.3,6.906502955965532
2422.023,0.3,6.934612237280236
2422.176,0.3,6.957093980786237
2422.278,0.3,7.007673225462612
2422.39,0.3,7.035771591703185
2422.516,0.3,7.069491850810657
2422.617,0.3,7.07510755617258
2422.794,0.3,7.131262904034142
2422.897,0.3,7.181800049267889
2422.999,0.3,7.201174637213141
2423.101,0.3,7.232336549426581
2423.371,0.3,7.260395539110486
2423.628,0.3,7.338943748039602
2423.777,0.3,7.42853004066075
2423.883,0.3,7.456410104714843
2423.979,0.3,7.478564717337208
2424.132,0.3,7.487257177473592
2424.242,0.3,7.529307939969056
2424.381,0.3,7.596590497790288
2424.543,0.3,7.613412135513805
2424.65,0.3,7.6694661097907035
2424.748,0.3,7.691041995320025
2424.853,0.3,7.725503045466402
2424.952,0.3,7.753515148730423
2425.066,0.3,7.787124500058838
2425.163,0.3,7.8151309671574065
2425.267,0.3,7.843130593827985
2425.398,0.3,7.865525588854395
2425.501,0.3,7.908077174177142
2425.602,0.3,7.938313927300709
2425.71,0.3,7.963772417926827
2425.812,0.3,7.99426695316666
2425.935,0.3,8.033433054778083
2426.063,0.3,8.067004344225973
2426.204,0.3,8.106173492242755
2426.307,0.3,8.13414191061698
2426.414,0.3,8.162109978585942
2426.529,0.3,8.183363736396469
2426.63,0.3,8.219992562430209
2426.732,0.3,8.247102803476675
2426.836,0.3,8.28512115677717
2426.976,0.3,8.290712702451524
2427.105,0.3,8.324257025435049
2427.213,0.3,8.380155037629901
2427.316,0.3,8.418701860641278
2427.424,0.3,8.44159053430595
2427.527,0.3,8.47503297719286
2427.634,0.3,8.502936203284209
2427.747,0.3,8.536437194610093
2427.872,0.3,8.569941405853971
2427.976,0.3,8.60343319132246
2428.078,0.3,8.623814492433196
2428.195,0.3,8.658429187767913
2428.297,0.3,8.690807978204411
2428.411,0.3,8.719000807593556
2428.563,0.3,8.737419876159976
2428.695,0.3,8.787639429892389
2428.803,0.3,8.826681043051607
2428.905,0.3,8.85986450889909
2429.023,0.3,8.88802848977393
2429.124,0.3,8.92147440899678
2429.233,0.3,8.943705646849148
2429.34,0.3,8.97692680074553
2429.443,0.3,9.00722693868086
2429.555,0.3,9.038162865109216
2429.658,0.3,9.066030822155723
2429.761,0.3,9.098624378849472
2429.868,0.3,9.127314248503604
2429.971,0.3,9.155163253267167
2430.074,0.3,9.181337662758352
2430.204,0.3,9.22197607707585
2430.311,0.3,9.249807129649234
2430.412,0.3,9.2742999885444
2430.52,0.3,9.300738279663449
2430.633,0.3,9.338851227470116
2430.733,0.3,9.366662411390813
2430.838,0.3,9.394189721953921
2430.944,0.3,9.424214793999914
2431.047,0.3,9.452836235557616
2431.143,0.3,9.480628092911305
2431.252,0.3,9.51119948314781
2431.355,0.3,9.54454523791182
2431.456,0.3,9.56149409567978
2431.936,0.3,9.594542279581775
2432.039,0.3,9.733311980548088
2432.145,0.3,9.761070727109477
2432.257,0.3,9.794358280373599
2432.358,0.3,9.819870756527825
2432.464,0.3,9.844819005597676
2432.568,0.3,9.877517755736944
2432.671,0.3,9.902440937197465
2432.774,0.3,9.92736027615445
2432.883,0.3,9.9661084037614
2433.086,0.3,10.02144542685876
2433.086,0.3,10.02144542685876
2433.189,0.3,10.048283037736972
2433.337,0.3,10.071237427596719
2433.448,0.3,10.115488340857631
2433.566,0.3,10.154202663331247
2433.852,0.3,10.229373122035614
2433.852,0.3,10.229373122035614
2433.978,0.3,10.25919833442122
2434.086,0.3,10.296178598832611
2434.189,0.3,10.322662052329928
2434.298,0.3,10.354942172840568
2434.415,0.3,10.376454167813417
2434.516,0.3,10.413684749121705
2434.669,0.3,10.441265932950735
2434.773,0.3,10.485376674484643
2434.883,0.3,10.51842848096663
2434.985,0.3,10.545967853583383
2435.103,0.3,10.560833257196915
2435.204,0.3,10.606283131119367
2435.314,0.3,10.634091123847039
2435.416,0.3,10.661346519778554
2435.518,0.3,10.689141770870757
2435.668,0.3,10.733191138541997
2435.771,0.3,10.757132225271244
2435.875,0.3,10.793708984877423
2435.987,0.3,10.815649459467593
2436.088,0.3,10.846620981066852
2436.202,0.3,10.881555844914411
2436.336,0.3,10.920067418258416
2436.547,0.3,10.925568480802989
2436.652,0.3,10.998707081462546
2436.781,0.3,11.035290517435977
2436.856,0.3,11.05811023300177
2436.958,0.3,11.085052718656312
2437.06,0.3,11.118024627947024
2437.169,0.3,11.145498694910096
2437.277,0.3,11.171856869963824
2437.38,0.3,11.20095507607064
2437.495,0.3,11.225646482786411
2437.605,0.3,11.259101545026377
2437.716,0.3,11.293633708321124
2437.825,0.3,11.3265141226019
2437.929,0.3,11.353904034292368
2438.027,0.3,11.381283620696664
2438.135,0.3,11.408659206214788
2438.262,0.3,11.428918960366218
2438.383,0.3,11.47982821929622
2438.484,0.3,11.50143716563958
2438.597,0.3,11.53414641179606
2438.698,0.3,11.56443344621152
2438.807,0.3,11.59210278015165
2438.907,0.3,11.618676014440112
2439.009,0.3,11.646361760950644
2439.121,0.3,11.681670363631298
2439.223,0.3,11.700297290335936
2439.328,0.3,11.73642282855303
2439.43,0.3,11.763777444135078
2439.532,0.3,11.791114750108285
2439.635,0.3,11.818443303263843
2439.826,0.3,11.87305014694802
2439.928,0.3,11.900358254469607
2440.035,0.3,11.922731197303683
2440.21,0.3,11.944005170293687
2440.332,0.3,12.009418654616981
2440.43,0.3,12.036656397950354
2440.531,0.3,12.06388170415969
2440.645,0.3,12.096546727528066
2440.75,0.3,12.11287534400718
2440.852,0.3,12.15096826539463
2440.957,0.3,12.182248454396131
2441.066,0.3,12.210693217521206
2441.189,0.3,12.235909024478781
2441.312,0.3,12.267647941966768
2441.464,0.3,12.297026818186033
2441.634,0.3,12.339714424017428
2441.779,0.3,12.392986250293044
2441.894,0.3,12.432915842843583
2441.992,0.3,12.460086552477575
2442.102,0.3,12.483716547441102
2442.208,0.3,12.519813145923669
2442.328,0.3,12.535007688591872
2442.431,0.3,12.579485156849941
2442.532,0.3,12.60660722899324
2442.644,0.3,12.633728111347729
2442.74,0.3,12.66598725554212
2442.846,0.3,12.689563932129962
2442.946,0.3,12.720424268627243
2443.066,0.3,12.752878943444983
2443.166,0.3,12.773696994070558
2443.285,0.3,12.81237920921522
2443.401,0.3,12.839428961982474
2443.502,0.3,12.867277302348056
2443.619,0.3,12.89350241923006
2443.732,0.3,12.931338334986489
2443.833,0.3,12.954844252805275
2443.942,0.3,12.985347352331443
2444.063,0.3,13.017722856565813
2444.167,0.3,13.044982951889152
2444.268,0.3,13.077094001074768
2444.375,0.3,13.10299747269154
2444.487,0.3,13.121341896755006
2444.589,0.3,13.159650232910264
2444.692,0.3,13.190391167662302
2444.794,0.3,13.217344821553354
2444.899,0.3,13.24142873145881
2445.002,0.3,13.27599016922644
2445.135,0.3,13.3029552903061
2445.242,0.3,13.340702040778636
2445.344,0.3,13.365772982821438
2445.467,0.3,13.399984276732141
2445.686,0.3,13.45917264554526
2445.852,0.3,13.50218313024065
2445.986,0.3,13.529065001855155
2446.143,0.3,13.582787144677239
2446.248,0.3,13.609639696260047
2446.387,0.3,13.636484519515474
2446.491,0.3,13.674053789235959
2446.602,0.3,13.704100068806481
2446.699,0.3,13.733060051311217
2446.801,0.3,13.755042789871723
2446.912,0.3,13.78211105840316
2447.009,0.3,13.808380154294971
2447.113,0.3,13.840263107239315
2447.214,0.3,13.867049969872348
2447.315,0.3,13.899172470125475
2447.417,0.3,13.92594696463572
2447.536,0.3,13.952973276580584
2447.637,0.3,13.979722382770746
2447.763,0.3,14.01688715789282
2447.865,0.3,14.043514428876906
2447.982,0.3,14.054125131967064
2448.089,0.3,14.089092151025426
2448.28,0.3,14.155358866815895
2448.387,0.3,14.17700814998161
2448.5,0.3,14.203718274171559
2448.611,0.3,14.234425563898155
2448.714,0.3,14.267785779887518
2448.819,0.3,14.299811342072063
2448.924,0.3,14.32648164060011
2449.036,0.3,14.358472877874457
2449.161,0.3,14.379520471284255
2449.285,0.3,14.422389071004435
2449.423,0.3,14.459660190426098
2449.538,0.3,14.47562799443959
2449.639,0.3,14.511003254430822
2449.747,0.3,14.538118916060007
2449.853,0.3,14.571351645521887
2449.957,0.3,14.6003120744348
2450.092,0.3,14.624500715571257
2450.235,0.3,14.661493180417606
2450.355,0.3,14.698467076070155
2450.458,0.3,14.735397838348332
2450.567,0.3,14.76224158253871
2450.672,0.3,14.788810800709278
2450.779,0.3,14.815354482355438
2450.906,0.3,14.852503998899005
2451.008,0.3,14.873721730620902
2451.115,0.3,14.902868363809192
2451.217,0.3,14.931735780914648
2451.337,0.3,14.969066316113778
2451.444,0.3,14.99553247293298
2451.545,0.3,15.021968231438066
